OML UID,Entity / Source,Survey Type,Status,Assignee,Supplier UID,Neighborhood,Zone,Lat,Long,Surveyed by,Survey Date
LRC6898,Lebanese Red Cross,MSNA,Unknown,,vgVuI,Achrafieh foncière,61,33.88890287,35.53079612,LRC,8/7/2020
LRC6899,Lebanese Red Cross,MSNA,Unknown,,8I48t,Achrafieh foncière,61,33.88890287,35.53079612,LRC,8/7/2020
LRC6900,Lebanese Red Cross,MSNA,Unknown,,nZz4H,Achrafieh foncière,61,33.88890287,35.53079612,LRC,8/7/2020
LRC6901,Lebanese Red Cross,MSNA,Unknown,,4Wv9n,Achrafieh foncière,61,33.88890287,35.53079612,LRC,8/7/2020
LRC6902,Lebanese Red Cross,MSNA,Unknown,,/d+0t,Achrafieh foncière,61,33.88890287,35.53079612,LRC,8/7/2020
LRC6903,Lebanese Red Cross,MSNA,Unknown,,QzUNH,Achrafieh foncière,61,33.88298037,35.52539283,LRC,8/7/2020
LRC6904,Lebanese Red Cross,MSNA,Unknown,,pI117,Achrafieh foncière,61,33.88298037,35.52539283,LRC,8/6/2020
LRC6905,Lebanese Red Cross,MSNA,Unknown,,LhSpd,Achrafieh foncière,62,33.88298037,35.52539283,CWW,9/10/2020
LRC6906,Lebanese Red Cross,MSNA,Unknown,,RKuOW,Achrafieh foncière,62,33.88298037,35.52539283,partner_other,9/10/2020
LRC6907,Lebanese Red Cross,MSNA,Unknown,,IEXpf,Achrafieh foncière,62,33.88298037,35.52539283,LRC,9/9/2020
LRC6908,Lebanese Red Cross,MSNA,Unknown,,QssSO,Achrafieh foncière,62,33.88298037,35.52539283,LRC,9/9/2020
LRC6909,Lebanese Red Cross,MSNA,Unknown,,LQQSk,Achrafieh foncière,62,33.88298037,35.52539283,LRC,9/9/2020
LRC6910,Lebanese Red Cross,MSNA,Unknown,,w5s4/,Achrafieh foncière,62,33.88298037,35.52539283,LRC,9/9/2020
LRC6911,Lebanese Red Cross,MSNA,Unknown,,3bYne,Achrafieh foncière,62,33.88298037,35.52539283,LRC,9/9/2020
LRC6912,Lebanese Red Cross,MSNA,Unknown,,cDjUM,Achrafieh foncière,62,33.88298037,35.52539283,Concern,9/9/2020
LRC6913,Lebanese Red Cross,MSNA,Unknown,,NpWow,Achrafieh foncière,62,33.88298037,35.52539283,Acted,9/9/2020
LRC6914,Lebanese Red Cross,MSNA,Unknown,,kg65D,Achrafieh foncière,62,33.88298037,35.52539283,Acted,9/9/2020
LRC6915,Lebanese Red Cross,MSNA,Unknown,,E551Q,Achrafieh foncière,62,33.88298037,35.52539283,WFP,9/9/2020
LRC6916,Lebanese Red Cross,MSNA,Unknown,,sGjgd,Achrafieh foncière,62,33.88298037,35.52539283,partner_other,9/9/2020
LRC6917,Lebanese Red Cross,MSNA,Unknown,,RKVrA,Achrafieh foncière,62,33.88298037,35.52539283,partner_other,9/9/2020
LRC6918,Lebanese Red Cross,MSNA,Unknown,,V+4t6,Achrafieh foncière,62,33.88298037,35.52539283,LRC,9/8/2020
LRC6919,Lebanese Red Cross,MSNA,Unknown,,5A/JS,Achrafieh foncière,62,33.88298037,35.52539283,LRC,9/8/2020
LRC6920,Lebanese Red Cross,MSNA,Unknown,,tLWyG,Achrafieh foncière,62,33.88298037,35.52539283,LRC,9/8/2020
LRC6921,Lebanese Red Cross,MSNA,Unknown,,M3N+v,Achrafieh foncière,62,33.88298037,35.52539283,LRC,9/8/2020
LRC6922,Lebanese Red Cross,MSNA,Unknown,,gi6SX,Achrafieh foncière,62,33.88298037,35.52539283,Concern,9/8/2020
LRC6923,Lebanese Red Cross,MSNA,Unknown,,eVn9k,Achrafieh foncière,62,33.88298037,35.52539283,Medair,9/8/2020
LRC6924,Lebanese Red Cross,MSNA,Unknown,,wlWjI,Achrafieh foncière,62,33.88298037,35.52539283,Solidarite,9/8/2020
LRC6925,Lebanese Red Cross,MSNA,Unknown,,eENmR,Achrafieh foncière,62,33.88298037,35.52539283,partner_other,9/8/2020
LRC6926,Lebanese Red Cross,MSNA,Unknown,,fejKp,Achrafieh foncière,62,33.88298037,35.52539283,LRC,9/7/2020
LRC6927,Lebanese Red Cross,MSNA,Unknown,,A0ind,Achrafieh foncière,62,33.88298037,35.52539283,Medair,9/7/2020
LRC6928,Lebanese Red Cross,MSNA,Unknown,,fsqUp,Achrafieh foncière,62,33.88298037,35.52539283,LRC,9/4/2020
LRC6929,Lebanese Red Cross,MSNA,Unknown,,YPOh4,Achrafieh foncière,62,33.88298037,35.52539283,LRC,9/4/2020
LRC6930,Lebanese Red Cross,MSNA,Unknown,,ODIR8,Achrafieh foncière,62,33.88298037,35.52539283,LRC,9/4/2020
LRC6931,Lebanese Red Cross,MSNA,Unknown,,svsTS,Achrafieh foncière,62,33.88298037,35.52539283,LRC,9/4/2020
LRC6932,Lebanese Red Cross,MSNA,Unknown,,BMyt0,Achrafieh foncière,62,33.88298037,35.52539283,LRC,9/3/2020
LRC6933,Lebanese Red Cross,MSNA,Unknown,,hPSkM,Achrafieh foncière,62,33.88298037,35.52539283,LRC,9/3/2020
LRC6934,Lebanese Red Cross,MSNA,Unknown,,JOiAV,Achrafieh foncière,62,33.88298037,35.52539283,LRC,9/2/2020
LRC6935,Lebanese Red Cross,MSNA,Unknown,,SlKMm,Achrafieh foncière,62,33.88298037,35.52539283,LRC,9/1/2020
LRC6936,Lebanese Red Cross,MSNA,Unknown,,+yETH,Achrafieh foncière,62,33.88298037,35.52539283,Save the Children,9/1/2020
LRC6937,Lebanese Red Cross,MSNA,Unknown,,AXPSt,Achrafieh foncière,62,33.88298037,35.52539283,LRC,8/31/2020
LRC6938,Lebanese Red Cross,MSNA,Unknown,,wH5Jx,Achrafieh foncière,62,33.88298037,35.52539283,LRC,8/28/2020
LRC6939,Lebanese Red Cross,MSNA,Unknown,,yYAlM,Achrafieh foncière,62,33.88298037,35.52539283,LRC,8/28/2020
LRC6940,Lebanese Red Cross,MSNA,Unknown,,mUzXE,Achrafieh foncière,62,33.88298037,35.52539283,LRC,8/28/2020
LRC6941,Lebanese Red Cross,MSNA,Unknown,,CdF4B,Achrafieh foncière,62,33.88298037,35.52539283,LRC,8/27/2020
LRC6942,Lebanese Red Cross,MSNA,Unknown,,0ZqUL,Achrafieh foncière,62,33.88298037,35.52539283,LRC,8/26/2020
LRC6943,Lebanese Red Cross,MSNA,Unknown,,44H48,Achrafieh foncière,62,33.88298037,35.52539283,LRC,8/26/2020
LRC6944,Lebanese Red Cross,MSNA,Unknown,,aqfU/,Achrafieh foncière,62,33.88298037,35.52539283,LRC,8/26/2020
LRC6945,Lebanese Red Cross,MSNA,Unknown,,5c/eG,Achrafieh foncière,62,33.88298037,35.52539283,LRC,8/26/2020
LRC6946,Lebanese Red Cross,MSNA,Unknown,,EotWZ,Achrafieh foncière,62,33.88298037,35.52539283,LRC,8/26/2020
LRC6947,Lebanese Red Cross,MSNA,Unknown,,9DQ31,Achrafieh foncière,62,33.88298037,35.52539283,LRC,8/25/2020
LRC6948,Lebanese Red Cross,MSNA,Unknown,,Yr8Gq,Achrafieh foncière,62,33.88298037,35.52539283,LRC,8/25/2020
LRC6949,Lebanese Red Cross,MSNA,Unknown,,xr814,Achrafieh foncière,62,33.88298037,35.52539283,LRC,8/25/2020
LRC6950,Lebanese Red Cross,MSNA,Unknown,,3j9bF,Achrafieh foncière,62,33.88298037,35.52539283,LRC,8/24/2020
LRC6951,Lebanese Red Cross,MSNA,Unknown,,0u5sJ,Achrafieh foncière,62,33.88298037,35.52539283,LRC,8/24/2020
LRC6952,Lebanese Red Cross,MSNA,Unknown,,lFO48,Achrafieh foncière,62,33.88298037,35.52539283,LRC,8/24/2020
LRC6953,Lebanese Red Cross,MSNA,Unknown,,PXy3Y,Achrafieh foncière,62,33.88298037,35.52539283,LRC,8/24/2020
LRC6954,Lebanese Red Cross,MSNA,Unknown,,sLhZ8,Achrafieh foncière,62,33.88298037,35.52539283,LRC,8/24/2020
LRC6955,Lebanese Red Cross,MSNA,Unknown,,hohZk,Achrafieh foncière,62,33.88298037,35.52539283,LRC,8/23/2020
LRC6956,Lebanese Red Cross,MSNA,Unknown,,Sg2fM,Achrafieh foncière,62,33.88298037,35.52539283,LRC,8/23/2020
LRC6957,Lebanese Red Cross,MSNA,Unknown,,XCvb1,Achrafieh foncière,62,33.88298037,35.52539283,LRC,8/23/2020
LRC6958,Lebanese Red Cross,MSNA,Unknown,,0czqu,Achrafieh foncière,62,33.88298037,35.52539283,LRC,8/22/2020
LRC6959,Lebanese Red Cross,MSNA,Unknown,,KRyw3,Achrafieh foncière,62,33.88298037,35.52539283,LRC,8/22/2020
LRC6960,Lebanese Red Cross,MSNA,Unknown,,zuPAJ,Achrafieh foncière,62,33.88298037,35.52539283,LRC,8/22/2020
LRC6961,Lebanese Red Cross,MSNA,Unknown,,fGIa8,Achrafieh foncière,62,33.88298037,35.52539283,LRC,8/21/2020
LRC6962,Lebanese Red Cross,MSNA,Unknown,,0cRIQ,Achrafieh foncière,62,33.88298037,35.52539283,LRC,8/21/2020
LRC6963,Lebanese Red Cross,MSNA,Unknown,,8oZ5z,Achrafieh foncière,62,33.88298037,35.52539283,LRC,8/21/2020
LRC6964,Lebanese Red Cross,MSNA,Unknown,,9/MLF,Achrafieh foncière,62,33.88298037,35.52539283,LRC,8/21/2020
LRC6965,Lebanese Red Cross,MSNA,Unknown,,9Q+q1,Achrafieh foncière,62,33.88298037,35.52539283,LRC,8/21/2020
LRC6966,Lebanese Red Cross,MSNA,Unknown,,C71vt,Achrafieh foncière,62,33.88298037,35.52539283,LRC,8/21/2020
LRC6967,Lebanese Red Cross,MSNA,Unknown,,fWxpj,Achrafieh foncière,62,33.88298037,35.52539283,LRC,8/21/2020
LRC6968,Lebanese Red Cross,MSNA,Unknown,,hHmBn,Achrafieh foncière,62,33.88298037,35.52539283,LRC,8/21/2020
LRC6969,Lebanese Red Cross,MSNA,Unknown,,hqChL,Achrafieh foncière,62,33.88298037,35.52539283,LRC,8/21/2020
LRC6970,Lebanese Red Cross,MSNA,Unknown,,hupz7,Achrafieh foncière,62,33.88298037,35.52539283,LRC,8/21/2020
LRC6971,Lebanese Red Cross,MSNA,Unknown,,j7eAQ,Achrafieh foncière,62,33.88298037,35.52539283,LRC,8/21/2020
LRC6972,Lebanese Red Cross,MSNA,Unknown,,kVVNw,Achrafieh foncière,62,33.88298037,35.52539283,LRC,8/21/2020
LRC6973,Lebanese Red Cross,MSNA,Unknown,,Lppks,Achrafieh foncière,62,33.88298037,35.52539283,LRC,8/21/2020
LRC6974,Lebanese Red Cross,MSNA,Unknown,,MpUV+,Achrafieh foncière,62,33.88298037,35.52539283,LRC,8/21/2020
LRC6975,Lebanese Red Cross,MSNA,Unknown,,OOo1z,Achrafieh foncière,62,33.88298037,35.52539283,LRC,8/21/2020
LRC6976,Lebanese Red Cross,MSNA,Unknown,,p+BSS,Achrafieh foncière,62,33.88298037,35.52539283,LRC,8/21/2020
LRC6977,Lebanese Red Cross,MSNA,Unknown,,pyVuN,Achrafieh foncière,62,33.88298037,35.52539283,LRC,8/21/2020
LRC6978,Lebanese Red Cross,MSNA,Unknown,,QN/vO,Achrafieh foncière,62,33.88298037,35.52539283,LRC,8/21/2020
LRC6979,Lebanese Red Cross,MSNA,Unknown,,QU1l/,Achrafieh foncière,62,33.88298037,35.52539283,LRC,8/21/2020
LRC6980,Lebanese Red Cross,MSNA,Unknown,,rTBxI,Achrafieh foncière,62,33.88298037,35.52539283,LRC,8/21/2020
LRC6981,Lebanese Red Cross,MSNA,Unknown,,T+H6Z,Achrafieh foncière,62,33.88298037,35.52539283,LRC,8/21/2020
LRC6982,Lebanese Red Cross,MSNA,Unknown,,tro3b,Achrafieh foncière,62,33.88298037,35.52539283,LRC,8/21/2020
LRC6983,Lebanese Red Cross,MSNA,Unknown,,tTiID,Achrafieh foncière,62,33.88298037,35.52539283,LRC,8/21/2020
LRC6984,Lebanese Red Cross,MSNA,Unknown,,UsXNi,Achrafieh foncière,62,33.88298037,35.52539283,LRC,8/21/2020
LRC6985,Lebanese Red Cross,MSNA,Unknown,,XOueM,Achrafieh foncière,62,33.88298037,35.52539283,LRC,8/21/2020
LRC6986,Lebanese Red Cross,MSNA,Unknown,,YnEmS,Achrafieh foncière,62,33.88298037,35.52539283,LRC,8/21/2020
LRC6987,Lebanese Red Cross,MSNA,Unknown,,4u8A+,Achrafieh foncière,62,33.88298037,35.52539283,LRC,8/21/2020
LRC6988,Lebanese Red Cross,MSNA,Unknown,,4v4w6,Achrafieh foncière,62,33.88298037,35.52539283,LRC,8/21/2020
LRC6989,Lebanese Red Cross,MSNA,Unknown,,ggTeI,Achrafieh foncière,62,33.88298037,35.52539283,LRC,8/21/2020
LRC6990,Lebanese Red Cross,MSNA,Unknown,,IvaRf,Achrafieh foncière,62,33.88298037,35.52539283,LRC,8/21/2020
LRC6991,Lebanese Red Cross,MSNA,Unknown,,kaq/6,Achrafieh foncière,62,33.88298037,35.52539283,LRC,8/21/2020
LRC6992,Lebanese Red Cross,MSNA,Unknown,,LxWiz,Achrafieh foncière,62,33.88298037,35.52539283,LRC,8/21/2020
LRC6993,Lebanese Red Cross,MSNA,Unknown,,NmhMH,Achrafieh foncière,62,33.88298037,35.52539283,LRC,8/21/2020
LRC6994,Lebanese Red Cross,MSNA,Unknown,,qvmwW,Achrafieh foncière,62,33.88298037,35.52539283,LRC,8/21/2020
LRC6995,Lebanese Red Cross,MSNA,Unknown,,srHkp,Achrafieh foncière,62,33.88298037,35.52539283,LRC,8/21/2020
LRC6996,Lebanese Red Cross,MSNA,Unknown,,ZAo2s,Achrafieh foncière,62,33.88298037,35.52539283,LRC,8/21/2020
LRC6997,Lebanese Red Cross,MSNA,Unknown,,zsEl0,Achrafieh foncière,62,33.88298037,35.52539283,LRC,8/21/2020
LRC6998,Lebanese Red Cross,MSNA,Unknown,,We7EU,Achrafieh foncière,62,33.88298037,35.52539283,LRC,8/14/2020
LRC6999,Lebanese Red Cross,MSNA,Unknown,,LEnio,Achrafieh foncière,62,33.88298037,35.52539283,,8/14/2020
LRC7000,Lebanese Red Cross,MSNA,Unknown,,hWkJs,Achrafieh foncière,62,33.88298037,35.52539283,LRC,8/13/2020
LRC7001,Lebanese Red Cross,MSNA,Unknown,,Bi8p8,Achrafieh foncière,62,33.88298037,35.52539283,LRC,8/13/2020
LRC7002,Lebanese Red Cross,MSNA,Unknown,,ojEu0,Achrafieh foncière,62,33.88298037,35.52539283,LRC,8/13/2020
LRC7003,Lebanese Red Cross,MSNA,Unknown,,opAYn,Achrafieh foncière,62,33.88298037,35.52539283,,8/12/2020
LRC7004,Lebanese Red Cross,MSNA,Unknown,,Ij1hQ,Achrafieh foncière,62,33.88298037,35.52539283,LRC,8/12/2020
LRC7005,Lebanese Red Cross,MSNA,Unknown,,aEbNP,Achrafieh foncière,62,33.88298037,35.52539283,LRC,8/12/2020
LRC7006,Lebanese Red Cross,MSNA,Unknown,,QL96U,Achrafieh foncière,62,33.88298037,35.52539283,Acted,8/11/2020
LRC7007,Lebanese Red Cross,MSNA,Unknown,,uu7Zx,Achrafieh foncière,62,33.88298037,35.52539283,LRC,8/11/2020
LRC7008,Lebanese Red Cross,MSNA,Unknown,,NHlaJ,Achrafieh foncière,62,33.88298037,35.52539283,LRC,8/11/2020
LRC7009,Lebanese Red Cross,MSNA,Unknown,,9wgmL,Achrafieh foncière,62,33.88298037,35.52539283,LRC,8/11/2020
LRC7010,Lebanese Red Cross,MSNA,Unknown,,wwAy+,Achrafieh foncière,62,33.88298037,35.52539283,,8/11/2020
LRC7011,Lebanese Red Cross,MSNA,Unknown,,98sHW,Achrafieh foncière,62,33.88298037,35.52539283,LRC,8/10/2020
LRC7012,Lebanese Red Cross,MSNA,Unknown,,Ibv5V,Achrafieh foncière,62,33.88298037,35.52539283,LRC,8/10/2020
LRC7013,Lebanese Red Cross,MSNA,Unknown,,iGyYb,Achrafieh foncière,62,33.88298037,35.52539283,Medair,8/10/2020
LRC7014,Lebanese Red Cross,MSNA,Unknown,,p6d2u,Achrafieh foncière,62,33.88298037,35.52539283,LRC,8/10/2020
LRC7015,Lebanese Red Cross,MSNA,Unknown,,8nKt3,Achrafieh foncière,62,33.88298037,35.52539283,Acted,8/10/2020
LRC7016,Lebanese Red Cross,MSNA,Unknown,,DpRtq,Achrafieh foncière,62,33.88298037,35.52539283,LRC,8/10/2020
LRC7017,Lebanese Red Cross,MSNA,Unknown,,nWZLk,Achrafieh foncière,62,33.88298037,35.52539283,LRC,8/9/2020
LRC7018,Lebanese Red Cross,MSNA,Unknown,,JUWCM,Achrafieh foncière,62,33.88298037,35.52539283,LRC,8/9/2020
LRC7019,Lebanese Red Cross,MSNA,Unknown,,pHafC,Achrafieh foncière,62,33.88298037,35.52539283,LRC,8/9/2020
LRC7020,Lebanese Red Cross,MSNA,Unknown,,afMdp,Achrafieh foncière,62,33.88298037,35.52539283,LRC,8/9/2020
LRC7021,Lebanese Red Cross,MSNA,Unknown,,k0ME1,Achrafieh foncière,62,33.88298037,35.52539283,LRC,8/9/2020
LRC7022,Lebanese Red Cross,MSNA,Unknown,,U6EYW,Achrafieh foncière,62,33.88298037,35.52539283,LRC,8/9/2020
LRC7023,Lebanese Red Cross,MSNA,Unknown,,A7Pnx,Achrafieh foncière,62,33.88298037,35.52539283,LRC,8/8/2020
LRC7024,Lebanese Red Cross,MSNA,Unknown,,s+Hsq,Achrafieh foncière,62,33.88298037,35.52539283,LRC,8/8/2020
LRC7025,Lebanese Red Cross,MSNA,Unknown,,qCzn9,Achrafieh foncière,62,33.88298037,35.52539283,LRC,8/8/2020
LRC7026,Lebanese Red Cross,MSNA,Unknown,,OVIkP,Achrafieh foncière,62,33.88298037,35.52539283,LRC,8/8/2020
LRC7027,Lebanese Red Cross,MSNA,Unknown,,26Zgn,Achrafieh foncière,62,33.88298037,35.52539283,,8/8/2020
LRC7028,Lebanese Red Cross,MSNA,Unknown,,zN0RO,Achrafieh foncière,62,33.88298037,35.52539283,LRC,8/8/2020
LRC7029,Lebanese Red Cross,MSNA,Unknown,,k3yn/,Achrafieh foncière,62,33.88298037,35.52539283,LRC,8/8/2020
LRC7030,Lebanese Red Cross,MSNA,Unknown,,Oz2PK,Achrafieh foncière,62,33.88298037,35.52539283,LRC,8/8/2020
LRC7031,Lebanese Red Cross,MSNA,Unknown,,f8RHG,Achrafieh foncière,62,33.88298037,35.52539283,LRC,8/8/2020
LRC7032,Lebanese Red Cross,MSNA,Unknown,,ybyQ/,Achrafieh foncière,62,33.88298037,35.52539283,LRC,8/8/2020
LRC7033,Lebanese Red Cross,MSNA,Unknown,,oQwpf,Achrafieh foncière,62,33.88298037,35.52539283,LRC,8/8/2020
LRC7034,Lebanese Red Cross,MSNA,Unknown,,2HbBY,Achrafieh foncière,62,33.88298037,35.52539283,LRC,8/8/2020
LRC7035,Lebanese Red Cross,MSNA,Unknown,,CSAJM,Achrafieh foncière,62,33.88298037,35.52539283,,8/8/2020
LRC7036,Lebanese Red Cross,MSNA,Unknown,,KFVvP,Achrafieh foncière,62,33.88298037,35.52539283,,8/8/2020
LRC7037,Lebanese Red Cross,MSNA,Unknown,,uChqK,Achrafieh foncière,62,33.88298037,35.52539283,LRC,8/7/2020
LRC7038,Lebanese Red Cross,MSNA,Unknown,,i1Reh,Achrafieh foncière,62,33.88298037,35.52539283,,8/7/2020
LRC7039,Lebanese Red Cross,MSNA,Unknown,,V6bU2,Achrafieh foncière,62,33.88337611,35.51577797,LRC,8/7/2020
LRC7040,Lebanese Red Cross,MSNA,Unknown,,CJoP1,Achrafieh foncière,62,33.88337611,35.51577797,LRC,8/6/2020
LRC7041,Lebanese Red Cross,MSNA,Unknown,,kxg7h,Achrafieh foncière,63,33.88337611,35.51577797,LRC,9/11/2020
LRC7042,Lebanese Red Cross,MSNA,Unknown,,o7Qgu,Achrafieh foncière,63,33.88337611,35.51577797,WFP,9/11/2020
LRC7043,Lebanese Red Cross,MSNA,Unknown,,uRmTt,Achrafieh foncière,63,33.88337611,35.51577797,Concern,9/11/2020
LRC7044,Lebanese Red Cross,MSNA,Unknown,,ld3aX,Achrafieh foncière,63,33.88337611,35.51577797,Concern,9/10/2020
LRC7045,Lebanese Red Cross,MSNA,Unknown,,5dmWS,Achrafieh foncière,63,33.88337611,35.51577797,partner_other,9/10/2020
LRC7046,Lebanese Red Cross,MSNA,Unknown,,dZ99y,Achrafieh foncière,63,33.88337611,35.51577797,Acted,9/10/2020
LRC7047,Lebanese Red Cross,MSNA,Unknown,,5vgUB,Achrafieh foncière,63,33.88337611,35.51577797,Acted,9/10/2020
LRC7048,Lebanese Red Cross,MSNA,Unknown,,WocqF,Achrafieh foncière,63,33.88337611,35.51577797,Concern,9/10/2020
LRC7049,Lebanese Red Cross,MSNA,Unknown,,Ft2gm,Achrafieh foncière,63,33.88337611,35.51577797,partner_other,9/10/2020
LRC7050,Lebanese Red Cross,MSNA,Unknown,,t5Y2g,Achrafieh foncière,63,33.88337611,35.51577797,Save the Children,9/10/2020
LRC7051,Lebanese Red Cross,MSNA,Unknown,,FKm02,Achrafieh foncière,63,33.88337611,35.51577797,partner_other,9/9/2020
LRC7052,Lebanese Red Cross,MSNA,Unknown,,mKuoI,Achrafieh foncière,63,33.88337611,35.51577797,LRC,9/9/2020
LRC7053,Lebanese Red Cross,MSNA,Unknown,,pRdP0,Achrafieh foncière,63,33.88337611,35.51577797,partner_other,9/9/2020
LRC7054,Lebanese Red Cross,MSNA,Unknown,,RUxv/,Achrafieh foncière,63,33.88337611,35.51577797,Concern,9/9/2020
LRC7055,Lebanese Red Cross,MSNA,Unknown,,IM3AY,Achrafieh foncière,63,33.88337611,35.51577797,LRC,9/9/2020
LRC7056,Lebanese Red Cross,MSNA,Unknown,,0Bqw/,Achrafieh foncière,63,33.88337611,35.51577797,LRC,9/9/2020
LRC7057,Lebanese Red Cross,MSNA,Unknown,,PGGmt,Achrafieh foncière,63,33.88337611,35.51577797,LRC,9/9/2020
LRC7058,Lebanese Red Cross,MSNA,Unknown,,qoch1,Achrafieh foncière,63,33.88337611,35.51577797,LRC,9/9/2020
LRC7059,Lebanese Red Cross,MSNA,Unknown,,8EBA2,Achrafieh foncière,63,33.88337611,35.51577797,LRC,9/9/2020
LRC7060,Lebanese Red Cross,MSNA,Unknown,,3jOfJ,Achrafieh foncière,63,33.88337611,35.51577797,Concern,9/9/2020
LRC7061,Lebanese Red Cross,MSNA,Unknown,,K+4pm,Achrafieh foncière,63,33.88337611,35.51577797,LRC,9/9/2020
LRC7062,Lebanese Red Cross,MSNA,Unknown,,luwO/,Achrafieh foncière,63,33.88337611,35.51577797,LRC,9/9/2020
LRC7063,Lebanese Red Cross,MSNA,Unknown,,kwlG3,Achrafieh foncière,63,33.88337611,35.51577797,CWW,9/9/2020
LRC7064,Lebanese Red Cross,MSNA,Unknown,,sxAv/,Achrafieh foncière,63,33.88337611,35.51577797,Solidarite,9/9/2020
LRC7065,Lebanese Red Cross,MSNA,Unknown,,hI+QB,Achrafieh foncière,63,33.88337611,35.51577797,Concern,9/9/2020
LRC7066,Lebanese Red Cross,MSNA,Unknown,,UL4ov,Achrafieh foncière,63,33.88337611,35.51577797,Concern,9/9/2020
LRC7067,Lebanese Red Cross,MSNA,Unknown,,yrKjD,Achrafieh foncière,63,33.88337611,35.51577797,Solidarite,9/9/2020
LRC7068,Lebanese Red Cross,MSNA,Unknown,,s+jNF,Achrafieh foncière,63,33.88337611,35.51577797,Save the Children,9/9/2020
LRC7069,Lebanese Red Cross,MSNA,Unknown,,/PXx/,Achrafieh foncière,63,33.88337611,35.51577797,Save the Children,9/9/2020
LRC7070,Lebanese Red Cross,MSNA,Unknown,,HDGen,Achrafieh foncière,63,33.88337611,35.51577797,LRC,9/8/2020
LRC7071,Lebanese Red Cross,MSNA,Unknown,,N45rO,Achrafieh foncière,63,33.88337611,35.51577797,LRC,9/8/2020
LRC7072,Lebanese Red Cross,MSNA,Unknown,,g+KwP,Achrafieh foncière,63,33.88337611,35.51577797,LRC,9/8/2020
LRC7073,Lebanese Red Cross,MSNA,Unknown,,sE5Jv,Achrafieh foncière,63,33.88337611,35.51577797,LRC,9/8/2020
LRC7074,Lebanese Red Cross,MSNA,Unknown,,2kMx4,Achrafieh foncière,63,33.88337611,35.51577797,LRC,9/8/2020
LRC7075,Lebanese Red Cross,MSNA,Unknown,,GNC+d,Achrafieh foncière,63,33.88337611,35.51577797,partner_other,9/8/2020
LRC7076,Lebanese Red Cross,MSNA,Unknown,,Xe7GK,Achrafieh foncière,63,33.88337611,35.51577797,LRC,9/8/2020
LRC7077,Lebanese Red Cross,MSNA,Unknown,,cJnSe,Achrafieh foncière,63,33.88337611,35.51577797,partner_other,9/8/2020
LRC7078,Lebanese Red Cross,MSNA,Unknown,,29jfL,Achrafieh foncière,63,33.88337611,35.51577797,partner_other,9/8/2020
LRC7079,Lebanese Red Cross,MSNA,Unknown,,0Jp5t,Achrafieh foncière,63,33.88337611,35.51577797,LRC,9/8/2020
LRC7080,Lebanese Red Cross,MSNA,Unknown,,Zc6nA,Achrafieh foncière,63,33.88337611,35.51577797,Solidarite,9/8/2020
LRC7081,Lebanese Red Cross,MSNA,Unknown,,fs64t,Achrafieh foncière,63,33.88337611,35.51577797,Save the Children,9/8/2020
LRC7082,Lebanese Red Cross,MSNA,Unknown,,5BDGv,Achrafieh foncière,63,33.88337611,35.51577797,Save the Children,9/8/2020
LRC7083,Lebanese Red Cross,MSNA,Unknown,,Esykp,Achrafieh foncière,63,33.88337611,35.51577797,partner_other,9/8/2020
LRC7084,Lebanese Red Cross,MSNA,Unknown,,JTcUG,Achrafieh foncière,63,33.88337611,35.51577797,partner_other,9/8/2020
LRC7085,Lebanese Red Cross,MSNA,Unknown,,7PC4H,Achrafieh foncière,63,33.88337611,35.51577797,LRC,9/7/2020
LRC7086,Lebanese Red Cross,MSNA,Unknown,,Xnpf1,Achrafieh foncière,63,33.88337611,35.51577797,partner_other,9/7/2020
LRC7087,Lebanese Red Cross,MSNA,Unknown,,T/RZX,Achrafieh foncière,63,33.88337611,35.51577797,LRC,9/7/2020
LRC7088,Lebanese Red Cross,MSNA,Unknown,,zHHND,Achrafieh foncière,63,33.88337611,35.51577797,LRC,9/7/2020
LRC7089,Lebanese Red Cross,MSNA,Unknown,,+3+K7,Achrafieh foncière,63,33.88337611,35.51577797,partner_other,9/7/2020
LRC7090,Lebanese Red Cross,MSNA,Unknown,,rKHVh,Achrafieh foncière,63,33.88337611,35.51577797,LRC,9/7/2020
LRC7091,Lebanese Red Cross,MSNA,Unknown,,0VZP4,Achrafieh foncière,63,33.88337611,35.51577797,Acted,9/7/2020
LRC7092,Lebanese Red Cross,MSNA,Unknown,,lglgx,Achrafieh foncière,63,33.88337611,35.51577797,Concern,9/7/2020
LRC7093,Lebanese Red Cross,MSNA,Unknown,,bj2dZ,Achrafieh foncière,63,33.88337611,35.51577797,Concern,9/7/2020
LRC7094,Lebanese Red Cross,MSNA,Unknown,,xfxOR,Achrafieh foncière,63,33.88337611,35.51577797,Solidarite,9/7/2020
LRC7095,Lebanese Red Cross,MSNA,Unknown,,O+m+h,Achrafieh foncière,63,33.88337611,35.51577797,Solidarite,9/7/2020
LRC7096,Lebanese Red Cross,MSNA,Unknown,,Ci1MS,Achrafieh foncière,63,33.88337611,35.51577797,Medair,9/7/2020
LRC7097,Lebanese Red Cross,MSNA,Unknown,,I1v5j,Achrafieh foncière,63,33.88337611,35.51577797,partner_other,9/7/2020
LRC7098,Lebanese Red Cross,MSNA,Unknown,,F4ucf,Achrafieh foncière,63,33.88337611,35.51577797,Medair,9/7/2020
